fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
6.3000	0.2400	0.7400	1.4000	0.1720	24	108	0.9932	3.2700	0.3900	9.9000	58	White
6.7000	0.3300	0.4900	1.6000	0.1670	20	94	0.9914	3.1100	0.5000	11.4000	58	White
6.2000	0.2000	0.4900	1.6000	0.0650	17	143	0.9937	3.2200	0.5200	9.2000	58	White
7	0.1400	0.4900	5.9000	0.0530	22	118	0.9954	3.3600	0.3600	9.4000	58	White
6.6000	0.2700	0.4900	7.8000	0.0490	62	217	0.9959	3.1700	0.4500	9.4000	58	White
6.5000	0.1800	0.2600	1.4000	0.0410	40	141	0.9941	3.3400	0.7200	9.5000	58	White
6	0.2600	0.2900	1	0.0320	27	96	0.9896	3.3800	0.4400	12.3000	58	White
6.4000	0.2100	0.3000	5.6000	0.0440	43	160	0.9949	3.6000	0.4100	10.6000	58	White
6.5000	0.3400	0.3600	11	0.0520	53	247	0.9984	3.4400	0.5500	9.3000	58	White
6.1000	0.3400	0.4600	4.7000	0.0290	21	94	0.9910	3.2900	0.6200	12.3000	58	White
8	0.2200	0.2800	14	0.0530	83	197	0.9981	3.1400	0.4500	9.8000	58	White
6.9000	0.3700	0.2800	13.8000	0.0310	34	137	0.9948	3.1000	0.3700	11.6000	58	White
6.3000	0.1900	0.2100	1.8000	0.0490	35	163	0.9924	3.3100	0.5000	10.3000	58	White
7	0.2100	0.2200	5.1000	0.0480	38	168	0.9945	3.3400	0.4900	10.4000	58	White
10	0.2300	0.2700	14.1000	0.0330	45	166	0.9988	2.7200	0.4300	9.7000	58	White
6.6000	0.3500	0.2900	14.4000	0.0440	54	177	0.9991	3.1700	0.5800	8.9000	58	White
6.3000	0.2200	0.5700	1.4000	0.2080	14	96	0.9932	3.1600	0.4300	10	58	White
9.2000	0.2700	0.3400	10.5000	0.0430	49	228	0.9974	3.0400	0.4100	10.4000	58	White
7.9000	0.3300	0.2600	1.2000	0.0440	23	103	0.9932	3.1900	0.5400	10.5000	58	White
7.6000	0.1600	0.4100	1.9000	0.0470	27	151	0.9937	3.2000	0.5300	10.1000	58	White
8.4000	0.2000	0.3800	11.8000	0.0550	51	170	1.0004	3.3400	0.8200	8.9000	58	White
7.6000	0.3400	0.3900	7.6000	0.0400	45	215	0.9965	3.1100	0.5300	9.2000	58	White
9.5000	0.4200	0.4100	2.3000	0.0340	22	145	0.9951	3.0600	0.5200	11	58	White
6.7000	0.2300	0.3300	1.8000	0.0360	23	96	0.9925	3.3200	0.4000	10.8000	58	White
5.9000	0.5000	0.0500	2.6000	0.0540	36	146	0.9948	3.4300	0.5000	9.2000	58	White
7.1000	0.2200	0.3200	16.9000	0.0560	49	158	0.9998	3.3700	0.3800	9.6000	58	White
6.8000	0.2600	0.3200	7	0.0410	38	118	0.9939	3.2500	0.5200	10.8000	58	White
7.4000	0.1800	0.2700	1.3000	0.0480	26	105	0.9940	3.5200	0.6600	10.6000	58	White
7.4000	0.2900	0.2500	3.8000	0.0440	30	114	0.9920	3.1100	0.4000	11	58	White
7	0.3200	0.3500	1.5000	0.0390	24	125	0.9918	3.1700	0.6400	12.2000	58	White
8.5000	0.2800	0.3400	13.8000	0.0410	32	161	0.9981	3.1300	0.4000	9.9000	58	White
6.9000	0.4400	0.4200	8.5000	0.0480	10	147	0.9974	3.3200	0.4600	9.5000	58	White
7.2000	0.3900	0.5400	1.4000	0.1570	34	132	0.9945	3.1100	0.5300	9	58	White
6.6000	0.1900	0.4300	10.9000	0.0450	53	154	0.9975	3.5200	0.7700	10.4000	58	White
7.4000	0.1400	0.3000	1.3000	0.0330	25	91	0.9927	3.5300	0.3900	10.6000	58	White
6.1000	0.4100	0.0400	1.3000	0.0360	23	121	0.9923	3.2400	0.6100	9.9000	58	White
8.1000	0.2400	0.2600	11	0.0430	41	211	0.9968	3.1100	0.4900	10	58	White
7	0.1600	0.2600	7.3000	0.0470	30	220	0.9962	3.3800	0.5800	10.1000	58	White
7.8000	0.3200	0.3300	10.4000	0.0310	47	194	0.9969	3.0700	0.5800	9.6000	58	White
6.4000	0.3700	0.3700	4.8500	0.0410	39.5000	216.5000	0.9943	3.1000	0.5000	9.8000	58	White
6.2000	0.2800	0.4500	7.5000	0.0450	46	203	0.9957	3.2600	0.4600	9.2000	58	White
5.9000	0.2800	0.1400	8.6000	0.0320	30	142	0.9954	3.2800	0.4400	9.5000	58	White
6.6000	0.2400	0.2400	8.6000	0.0340	25	135	0.9958	3.3300	0.5900	10.3000	58	White
6.4000	0.2200	0.3400	1.4000	0.0230	56	115	0.9896	3.1800	0.7000	11.7000	58	White
7	0.2400	0.2400	9	0.0300	42	219	0.9964	3.4700	0.4600	10.2000	58	White
7.2000	0.1900	0.2700	11.2000	0.0610	46	149	0.9977	2.9900	0.5900	9.3000	58	White
7.5000	0.2600	0.2500	1.7000	0.0380	29	129	0.9931	3.4500	0.5600	10.4000	58	White
8.6000	0.3300	0.3400	11.8000	0.0590	42	240	0.9988	3.1700	0.5200	10	58	White
7.9000	0.1600	0.3000	7.4000	0.0500	58	152	0.9961	3.1200	0.3700	9.5000	58	White
7.3000	0.2000	0.2600	1.6000	0.0400	36	123	0.9924	3.3400	0.4400	10.8000	58	White
6.5000	0.2200	0.4500	8	0.0530	52	196	0.9959	3.2300	0.4800	9.1000	58	White
6.6000	0.1700	0.3000	1.1000	0.0310	13	73	0.9909	3.1700	0.5800	11	58	White
6.9000	0.4000	0.3000	10.6000	0.0330	24	87	0.9927	3.1500	0.4500	12.8000	58	White
8.4000	0.3600	0.3600	11.1000	0.0320	21	132	0.9931	2.9500	0.3900	13	58	White
6	0.4400	0.2600	3.1000	0.0530	57	128	0.9898	3.2200	0.3900	12.7000	58	White
6.6000	0.2200	0.2900	14.4000	0.0460	39	118	0.9983	3.0500	0.5000	9.1000	58	White
6.7000	0.2000	0.3000	1.4000	0.0250	17	76	0.9910	3.1100	0.4400	11	58	White
8	0.1400	0.3300	1.2000	0.0450	71	162	0.9914	3.0700	0.4700	11	58	White
6.6000	0.2300	0.2000	11.4000	0.0440	45	131	0.9960	2.9600	0.5100	9.7000	58	White
6.8000	0.2400	0.3800	8.3000	0.0450	50	185	0.9958	3.1500	0.5000	9.5000	58	White
6.3000	0.2500	0.4400	1.7000	0.0240	36	116	0.9893	3.1800	0.4000	12.5000	58	White
7	0.1500	0.3800	15.3000	0.0450	54	120	0.9975	3.1800	0.4200	9.8000	58	White
7.6000	0.2700	0.5200	3.2000	0.0430	28	152	0.9913	3.0200	0.5300	11.4000	58	White
7	0.2600	0.3400	10.9000	0.0380	25	84	0.9943	3.1100	0.3400	10.9000	58	White
6.5000	0.3400	0.4600	1	0.0230	6	80	0.9887	3.1500	0.5400	12.9000	58	White
8.3000	0.1600	0.3700	7.9000	0.0250	38	107	0.9931	2.9300	0.3700	11.9000	58	White
6.7000	0.1300	0.5700	6.6000	0.0560	60	150	0.9955	2.9600	0.4300	9.4000	58	White
6.6000	0.2400	0.2800	6.7000	0.0320	26	91	0.9917	3.1300	0.3200	12.3000	58	White
7.6000	0.1700	0.2700	4.6000	0.0500	23	98	0.9942	3.0800	0.4700	9.5000	58	White
6.6000	0.1600	0.2100	6.7000	0.0550	43	157	0.9938	3.1500	0.5200	10.8000	58	White
7.2000	0.2200	0.2800	7.2000	0.0600	41	132	0.9935	3.0800	0.5900	11.3000	58	White
6.9000	0.2900	0.3000	8.2000	0.0260	35	112	0.9914	3	0.3700	12.3000	58	White
6.7000	0.3800	0.2600	9.5500	0.0360	35	91	0.9919	2.9800	0.3700	12.4000	58	White
7.7000	0.4600	0.1800	3.3000	0.0540	18	143	0.9939	3.1200	0.5100	10.8000	58	White
6.8000	0.2400	0.2900	9.5000	0.0420	56	157	0.9959	3.1100	0.5100	10.1000	58	White
7.2000	0.3700	0.4000	11.6000	0.0320	34	214	0.9963	3.1000	0.5100	9.8000	58	White
6.4000	0.3200	0.2700	4.9000	0.0340	18	122	0.9916	3.3600	0.7100	12.5000	58	White
6.5000	0.2400	0.2800	1.1000	0.0340	26	83	0.9893	3.2500	0.3300	12.3000	58	White
6.7000	0.1600	0.3600	2	0.0450	24	131	0.9928	3.3000	0.5900	10.5000	58	White
6.9000	0.2800	0.3300	1.2000	0.0390	16	98	0.9904	3.0700	0.3900	11.7000	58	White
6.7000	0.2400	0.3600	8.4000	0.0420	42	123	0.9947	3.3400	0.5200	10.9000	58	White
6.6000	0.2200	0.3000	14.7000	0.0450	50	136	0.9970	3.1400	0.3700	10.6000	58	White
5.7000	0.2200	0.2200	16.6500	0.0440	39	110	0.9986	3.2400	0.4800	9	58	White
6.6000	0.6400	0.2800	4.4000	0.0320	19	78	0.9904	3.1100	0.6200	12.9000	58	White
6.9000	0.2600	0.2700	4.2000	0.0310	20	80	0.9909	3.1200	0.3900	11.5000	58	White
6.6000	0.1900	0.2800	11.8000	0.0420	54	137	0.9949	3.1800	0.3700	10.8000	58	White
7	0.1600	0.2500	14.3000	0.0440	27	149	0.9980	2.9100	0.4600	9.2000	58	White
7	0.1600	0.2500	14.3000	0.0440	27	149	0.9980	2.9100	0.4600	9.2000	58	White
6	0.2500	0.4000	5.7000	0.0520	56	152	0.9940	3.1600	0.8800	10.5000	58	White
6.3000	0.3200	0.1700	17.7500	0.0600	51	190	0.9992	3.1300	0.4800	8.8000	58	White
6.2000	0.2100	0.1800	11.6000	0.0440	61	155	0.9966	3.1400	0.5200	9.4000	58	White
7.1000	0.2100	0.3500	2.5000	0.0400	41	186	0.9913	3.3200	0.5600	12.5000	58	White
6.3000	0.2800	0.2900	6.8000	0.0510	40	143	0.9937	3.4300	0.5900	11	58	White
6.5000	0.2500	0.2700	17.4000	0.0640	29	140	0.9978	3.2000	0.4900	10.1000	58	White
5.1000	0.3500	0.2600	6.8000	0.0340	36	120	0.9919	3.3800	0.4000	11.5000	58	White
5.1000	0.3500	0.2600	6.8000	0.0340	36	120	0.9919	3.3800	0.4000	11.5000	58	White
6.3000	0.4000	0.2400	5.1000	0.0360	43	131	0.9919	3.2400	0.4400	11.3000	58	White
6	0.2800	0.2400	17.8000	0.0470	42	111	0.9990	3.1000	0.4500	8.9000	58	White
6.4000	0.2000	0.1500	6.6000	0.0460	26	113	0.9941	2.9900	0.5800	9.9000	58	White
6.8000	0.1100	0.2700	8.6000	0.0440	45	104	0.9945	3.2000	0.3700	9.9000	58	White
6.4000	0.2400	0.4900	5.8000	0.0530	25	120	0.9942	3.0100	0.9800	10.5000	58	White
6.8000	0.1400	0.3500	1.5000	0.0470	40	117	0.9911	3.0700	0.7200	11.1000	58	White
6.1000	0.2500	0.4800	15.8000	0.0520	25	94	0.9978	3.0700	0.4500	9.2000	58	White
5.9000	0.2500	0.2700	1.5000	0.0290	37	81	0.9892	3.2000	0.4600	12.2000	58	White
6.7000	0.2400	0.3000	10.2000	0.0700	44	179	0.9967	2.8600	0.4600	8.9000	58	White
6.4000	0.1400	0.2800	7.9000	0.0570	21	82	0.9942	3.2600	0.3600	10	58	White
5.5000	0.2100	0.2500	1.2000	0.0400	18	75	0.9901	3.3100	0.5600	11.3000	58	White
6.3000	0.2300	0.2200	17.4500	0.0540	42	151	0.9985	3.1200	0.6000	9.3000	58	White
5.7000	0.2500	0.2700	11.5000	0.0400	24	120	0.9941	3.3300	0.3100	10.8000	58	White
6.3000	0.2400	0.2200	11.9000	0.0500	65	179	0.9966	3.0600	0.5800	9.3000	58	White
5.9000	0.2400	0.3400	2	0.0370	40	108	0.9895	3.1900	0.5000	12.3000	58	White
8.1000	0.2700	0.3300	1.3000	0.0450	26	100	0.9907	2.9800	0.4400	12.4000	58	White
5.9000	0.1400	0.2000	1.6000	0.0400	26	114	0.9910	3.2500	0.4500	11.4000	58	White
6.9000	0.2200	0.3200	5.8000	0.0410	20	119	0.9930	3.1700	0.5500	11.2000	58	White
6.4000	0.3100	0.2800	2.5000	0.0390	34	137	0.9895	3.2200	0.3800	12.7000	58	White
6.1000	0.2600	0.2800	1.7000	0.0430	24	98	0.9892	3.1400	0.4400	12.5000	58	White
6	0.2700	0.3100	5	0.0430	54	170	0.9924	3.2800	0.5200	11	58	White
6.8000	0.4300	0.2600	5.2000	0.0430	40	176	0.9912	3.1700	0.4100	12.3000	58	White
6.2000	0.2200	0.2800	2.2000	0.0400	24	125	0.9917	3.1900	0.4800	10.5000	58	White
6.6000	0.2700	0.2500	1.2000	0.0330	36	111	0.9892	3.1600	0.3700	12.4000	58	White
4.4000	0.4600	0.1000	2.8000	0.0240	31	111	0.9882	3.4800	0.3400	13.1000	58	White
6.6000	0.3800	0.2900	2.9000	0.0350	15	101	0.9892	3.0400	0.3700	12.5000	58	White
6.7000	0.4800	0.4900	2.9000	0.0300	28	122	0.9893	3.1300	0.4000	13	58	White
7.5000	0.2400	0.2900	1.1000	0.0460	34	84	0.9902	3.0400	0.3900	11.4500	58	White
7.1000	0.2500	0.3100	2.3000	0.0500	32	156	0.9914	3.1400	0.5100	11.4000	58	White
5.8000	0.1300	0.2200	12.7000	0.0580	24	183	0.9956	3.3200	0.4200	11.7000	58	White
9	0.2000	0.3300	3.5000	0.0490	10	40	0.9944	3.1400	0.3600	9.8000	58	White
5.8000	0.2700	0.2200	12.7000	0.0580	42	206	0.9946	3.3200	0.3800	12.3000	58	White
5.9000	0.3400	0.2500	2	0.0420	12	110	0.9903	3.0200	0.5400	11.4000	58	White
7	0.3300	0.7800	9.9000	0.0420	21	251	0.9943	3.0100	0.5500	11	58	White
5.9000	0.4400	0.3600	2.5000	0.0300	12	73	0.9920	3.2200	0.4800	10.8000	58	White
6.3000	0.3000	0.9100	8.2000	0.0340	50	199	0.9939	3.3900	0.4900	11.7000	58	White
6.6000	0.2600	0.3600	1.2000	0.0350	43	126	0.9909	3.0100	0.6300	11.4000	58	White
6.5000	0.3300	0.3200	1	0.0410	39	120	0.9900	3.0600	0.3700	12.2000	58	White
6.7000	0.1600	0.3200	12.5000	0.0350	18	156	0.9967	2.8800	0.3600	9	58	White
5.9000	0.2100	0.3100	1.8000	0.0330	45	142	0.9898	3.3500	0.5000	12.7000	58	White
5.4000	0.2050	0.1600	12.5500	0.0510	31	115	0.9956	3.4000	0.3800	10.8000	58	White
6.4000	0.2800	0.2800	3	0.0400	19	98	0.9922	3.2500	0.4700	11.1000	58	White
5.3000	0.3100	0.3800	10.5000	0.0310	53	140	0.9932	3.3400	0.4600	11.7000	58	White
6.8000	0.2700	0.3000	13	0.0470	69	160	0.9970	3.1600	0.5000	9.6000	58	White
6.7000	0.3000	0.5000	12.1000	0.0450	38	127	0.9974	3.0400	0.5300	8.9000	58	White
5.1000	0.2600	0.3400	6.4000	0.0340	26	99	0.9945	3.2300	0.4100	9.2000	58	White
6	0.1700	0.3000	7.3000	0.0390	39	104	0.9925	2.9100	0.5700	11	58	White
5.8000	0.3850	0.2500	3.7000	0.0310	38	122	0.9913	3.2000	0.6300	11.2000	58	White
6	0.2700	0.4000	1.7000	0.0210	18	82	0.9891	3.2400	0.9500	13.1333	58	White
6	0.4300	0.3400	7.6000	0.0450	25	118	0.9922	3.0300	0.3700	11	58	White
7.8000	0.6000	0.1400	2.4000	0.0860	3	15	0.9975	3.4200	0.6000	10.8000	57	Red
7.8000	0.5600	0.1200	2	0.0820	7	28	0.9970	3.3700	0.5000	9.4000	57	Red
7.9000	1.0400	0.0500	2.2000	0.0840	13	29	0.9959	3.2200	0.5500	9.9000	57	Red
7.7000	0.4300	0.2500	2.6000	0.0730	29	63	0.9961	3.3700	0.5800	10.5000	57	Red
10.3000	0.5300	0.4800	2.5000	0.0630	6	25	0.9998	3.1200	0.5900	9.3000	57	Red
7.9000	0.5300	0.2400	2	0.0720	15	105	0.9960	3.2700	0.5400	9.4000	57	Red
9.6000	0.5600	0.3100	2.8000	0.0890	15	46	0.9979	3.1100	0.9200	10	57	Red
12.6000	0.3800	0.6600	2.6000	0.0880	10	41	1.0010	3.1700	0.6800	9.8000	57	Red
13.7000	0.4150	0.6800	2.9000	0.0850	17	43	1.0014	3.0600	0.8000	10	57	Red
11.5000	0.5900	0.5900	2.6000	0.0870	13	49	0.9988	3.1800	0.6500	11	57	Red
8	0.6700	0.3000	2	0.0600	38	62	0.9958	3.2600	0.5600	10.2000	57	Red
11.5000	0.3150	0.5400	2.1000	0.0840	5	15	0.9987	2.9800	0.7000	9.2000	57	Red
6.5000	0.3900	0.2300	8.3000	0.0510	28	91	0.9952	3.4400	0.5500	12.1000	57	Red
10.7000	0.4000	0.4800	2.1000	0.1250	15	49	0.9980	3.0300	0.8100	9.7000	57	Red
10	0.4800	0.2400	2.7000	0.1020	13	32	1	3.2800	0.5600	10	57	Red
9.5000	0.4600	0.4900	6.3000	0.0640	5	17	0.9988	3.2100	0.7300	11	57	Red
9.4000	0.4300	0.2400	2.8000	0.0920	14	45	0.9980	3.1900	0.7300	10	57	Red
7.6000	0.2900	0.4900	2.7000	0.0920	25	60	0.9971	3.3100	0.6100	10.1000	57	Red
12.7000	0.5900	0.4500	2.3000	0.0820	11	22	1	3	0.7000	9.3000	57	Red
8	0.4500	0.2300	2.2000	0.0940	16	29	0.9962	3.2100	0.4900	10.2000	57	Red
7.8000	0.9100	0.0700	1.9000	0.0580	22	47	0.9952	3.5100	0.4300	10.7000	57	Red
7.1000	0.5900	0.0200	2.3000	0.0820	24	94	0.9974	3.5500	0.5300	9.7000	57	Red
10.1000	0.2700	0.5400	2.3000	0.0650	7	26	0.9953	3.1700	0.5300	12.5000	57	Red
7.6000	0.4800	0.3100	2.8000	0.0700	4	15	0.9969	3.2200	0.5500	10.3000	57	Red
9.5000	0.3700	0.5200	2	0.0880	12	51	0.9961	3.2900	0.5800	11.1000	57	Red
8.9000	0.3200	0.3100	2	0.0880	12	19	0.9957	3.1700	0.5500	10.4000	57	Red
10.5000	0.3900	0.4600	2.2000	0.0750	14	27	0.9960	3.0600	0.8400	11.4000	57	Red
7.9000	0.3400	0.4200	2	0.0860	8	19	0.9955	3.3500	0.6000	11.4000	57	Red
7.4000	0.4900	0.2700	2.1000	0.0710	14	25	0.9939	3.3500	0.6300	12	57	Red
10.8000	0.4700	0.4300	2.1000	0.1710	27	66	0.9982	3.1700	0.7600	10.8000	57	Red
7	0.6900	0.0700	2.5000	0.0910	15	21	0.9957	3.3800	0.6000	11.3000	57	Red
6.6000	0.5800	0	2.2000	0.1000	50	63	0.9954	3.5900	0.6800	11.4000	57	Red
9.1000	0.4000	0.5700	4.6000	0.0800	6	20	0.9965	3.2800	0.5700	12.5000	57	Red
7.7000	0.5700	0.2100	1.5000	0.0690	4	9	0.9946	3.1600	0.5400	9.8000	57	Red
9	0.3900	0.4000	1.3000	0.0440	25	50	0.9948	3.2000	0.8300	10.9000	57	Red
10.5000	0.3600	0.4700	2.2000	0.0740	9	23	0.9964	3.2300	0.7600	12	57	Red
7.8000	0.5500	0	1.7000	0.0700	7	17	0.9966	3.2600	0.6400	9.4000	57	Red
5.9000	0.2900	0.2500	13.4000	0.0670	72	160	0.9972	3.3300	0.5400	10.3000	57	Red
6.8000	0.6400	0	2.7000	0.1230	15	33	0.9954	3.4400	0.6300	11.3000	57	Red
6.9000	0.4100	0.3100	2	0.0790	21	51	0.9967	3.4700	0.5500	9.5000	57	Red
5	0.7400	0	1.2000	0.0410	16	46	0.9926	4.0100	0.5900	12.5000	57	Red
8.2000	0.4400	0.2400	2.3000	0.0630	10	28	0.9961	3.2500	0.5300	10.2000	57	Red
7.3000	0.4300	0.2400	2.5000	0.0780	27	67	0.9965	3.6000	0.5900	11.1000	57	Red
7.5000	0.5700	0.0200	2.6000	0.0770	11	35	0.9956	3.3600	0.6200	10.8000	57	Red
6	0.4900	0	2.3000	0.0680	15	33	0.9929	3.5800	0.5900	12.5000	57	Red
6	0.5100	0	2.1000	0.0640	40	54	0.9950	3.5400	0.9300	10.7000	57	Red
8.3000	0.2600	0.3700	1.4000	0.0760	8	23	0.9974	3.2600	0.7000	9.6000	57	Red
7.4000	0.7850	0.1900	5.2000	0.0940	19	98	0.9971	3.1600	0.5200	9.6000	57	Red
6.2000	0.5700	0.1000	2.1000	0.0480	4	11	0.9945	3.4400	0.7600	10.8000	57	Red
7	0.4300	0.0200	1.9000	0.0800	15	28	0.9949	3.3500	0.8100	10.6000	57	Red
6.9000	0.7400	0.0300	2.3000	0.0540	7	16	0.9951	3.4500	0.6300	11.5000	57	Red
6.8000	0.4700	0.0800	2.2000	0.0640	18	38	0.9955	3.3000	0.6500	9.6000	57	Red
5.4000	0.5800	0.0800	1.9000	0.0590	20	31	0.9948	3.5000	0.6400	10.2000	57	Red
11.1000	0.4400	0.4200	2.2000	0.0640	14	19	0.9976	3.2500	0.5700	10.4000	57	Red
6.3000	0.6800	0.0100	3.7000	0.1030	32	54	0.9959	3.5100	0.6600	11.3000	57	Red
5.8000	0.6100	0.1100	1.8000	0.0660	18	28	0.9948	3.5500	0.6600	10.9000	57	Red
5.4000	0.7400	0.0900	1.7000	0.0890	16	26	0.9940	3.6700	0.5600	11.6000	57	Red
6.3000	0.3000	0.3400	1.6000	0.0490	14	132	0.9940	3.3000	0.4900	9.5000	57	White
7.4000	0.2000	0.3600	1.2000	0.0380	44	111	0.9926	3.3600	0.3400	9.9000	57	White
7.1000	0.4400	0.6200	11.8000	0.0440	52	152	0.9975	3.1200	0.4600	8.7000	57	White
7.4000	0.2400	0.4200	14	0.0660	48	198	0.9979	2.8900	0.4200	8.9000	57	White
6.7000	0.1300	0.2900	5.3000	0.0510	31	122	0.9944	3.4400	0.3700	9.7000	57	White
7.2000	0.2300	0.3800	14.3000	0.0580	55	194	0.9979	3.0900	0.4400	9	57	White
6.8000	0.2500	0.3400	4.7000	0.0310	34	134	0.9927	3.2100	0.3800	10.6000	57	White
7.7000	0.2900	0.4800	2.3000	0.0490	36	178	0.9931	3.1700	0.6400	10.6000	57	White
6.1000	0.5500	0.1500	9.8000	0.0310	19	125	0.9957	3.3600	0.4700	10.2000	57	White
6.3000	0.1400	0.3900	1.2000	0.0440	26	116	0.9920	3.2600	0.5300	10.3000	57	White
6.6000	0.5200	0.4400	12.2000	0.0480	54	245	0.9975	3.2600	0.5400	9.3000	57	White
8.6000	0.3700	0.7000	12.1500	0.0390	21	158	0.9983	3	0.7300	9.3000	57	White
6	0.1600	0.3700	1.5000	0.0250	43	117	0.9928	3.4600	0.5100	9.7000	57	White
5.6000	0.1900	0.4700	4.5000	0.0300	19	112	0.9922	3.5600	0.4500	11.2000	57	White
6.4000	0.1000	0.3500	4.9000	0.0480	31	103	0.9947	3.4300	0.7900	9.7000	57	White
7.4000	0.1900	0.3000	1.4000	0.0570	33	135	0.9930	3.1200	0.5000	9.6000	57	White
7	0.3200	0.2400	6.2000	0.0480	31	228	0.9957	3.2300	0.6200	9.4000	57	White
7.7000	0.2700	0.3500	5.3000	0.0300	30	117	0.9920	3.1100	0.4200	12.2000	57	White
6.6000	0.2500	0.3000	14.4000	0.0520	40	183	0.9980	3.0200	0.5000	9.1000	57	White
6.9000	0.1800	0.3800	8.1000	0.0490	44	176	0.9958	3.3000	0.5400	9.8000	57	White
6	0.3900	0.1700	12	0.0460	65	246	0.9976	3.1500	0.3800	9	57	White
6	0.2000	0.2400	1.8000	0.0300	30	105	0.9909	3.3100	0.4700	11.5000	57	White
6.2000	0.3500	0.2900	7.3000	0.0440	56	244	0.9956	3.3600	0.5500	10	57	White
6.8000	0.2200	0.3500	17.5000	0.0390	38	153	0.9994	3.2400	0.4200	9	57	White
6.8000	0.2200	0.3500	17.5000	0.0390	38	153	0.9994	3.2400	0.4200	9	57	White
5.7000	0.3600	0.3400	4.2000	0.0260	21	77	0.9907	3.4100	0.4500	11.9000	57	White
8	0.2400	0.3000	17.4500	0.0560	43	184	0.9997	3.0500	0.5000	9.2000	57	White
5.8000	0.3600	0.2600	3.3000	0.0380	40	153	0.9911	3.3400	0.5500	11.3000	57	White
7.1000	0.1800	0.4200	1.4000	0.0450	47	157	0.9916	2.9500	0.3100	10.5000	57	White
7.6000	0.1900	0.3800	10.6000	0.0600	48	174	0.9962	3.1300	0.3800	10.5000	57	White
6.9000	0.2100	0.8100	1.1000	0.1370	52	123	0.9932	3.0300	0.3900	9.2000	57	White
7.5000	0.2100	0.3400	1.2000	0.0600	26	111	0.9931	3.5100	0.4700	10.7000	57	White
6.5000	0.2200	0.3400	12	0.0530	55	177	0.9983	3.5200	0.4400	9.9000	57	White
6.9000	0.2000	0.2800	1.2000	0.0480	36	159	0.9936	3.1900	0.4300	9.1000	57	White
7.8000	0.3000	0.2900	16.8500	0.0540	23	135	0.9998	3.1600	0.3800	9	57	White
7.7000	0.2500	0.4300	4.5000	0.0620	20	115	0.9966	3.3800	0.5000	9.9000	57	White
7.9000	0.2200	0.4500	14.2000	0.0380	53	141	0.9992	3.0300	0.4600	9.2000	57	White
5	0.3300	0.1600	1.5000	0.0490	10	97	0.9917	3.4800	0.4400	10.7000	57	White
6.4000	0.2300	0.3300	1.1500	0.0440	15.5000	217.5000	0.9920	3.3300	0.4400	11	57	White
7.2000	0.2100	0.3400	1.1000	0.0460	25	80	0.9920	3.2500	0.4000	11.3000	57	White
6.4000	0.2200	0.3400	1.8000	0.0570	29	104	0.9959	3.8100	0.5700	10.3000	57	White
7.8000	0.1600	0.4100	1.7000	0.0260	29	140	0.9910	3.0200	0.7800	12.5000	57	White
5.2000	0.3700	0.3300	1.2000	0.0280	13	81	0.9902	3.3700	0.3800	11.7000	57	White
6.6000	0.5600	0.1600	3.1000	0.0450	28	92	0.9940	3.1200	0.3500	9.1000	57	White
6.6000	0.4200	0.3300	2.8000	0.0340	15	85	0.9900	3.2800	0.5100	13.4000	57	White
6.3000	0.2700	0.4900	1.2000	0.0630	35	92	0.9911	3.3800	0.4200	12.2000	57	White
7.9000	0.1100	0.4900	4.5000	0.0480	27	133	0.9946	3.2400	0.4200	10.6000	57	White
6.6000	0.2500	0.2400	1.7000	0.0480	26	124	0.9942	3.3700	0.6000	10.1000	57	White
8.1000	0.2000	0.4900	8.1000	0.0510	51	205	0.9954	3.1000	0.5200	11	57	White
8	0.2500	0.4900	9	0.0440	31	185	0.9980	3.3400	0.4900	10	57	White
7	0.2900	0.4900	3.8000	0.0470	37	136	0.9938	2.9500	0.4000	9.4000	57	White
7.5000	0.3200	0.4900	1.7000	0.0310	44	109	0.9906	3.0700	0.4600	12.5000	57	White
7.5000	0.1400	0.7400	1.6000	0.0350	21	126	0.9933	3.2600	0.4500	10.2000	57	White
7.8000	0.4000	0.4900	7.8000	0.0600	34	162	0.9966	3.2600	0.5800	11.3000	57	White
7.1000	0.1600	0.2500	1.3000	0.0340	28	123	0.9915	3.2700	0.5500	11.4000	57	White
6.6000	0.2500	0.3100	1.5000	0.0350	32	127	0.9921	3.4100	0.4700	11.3000	57	White
7.5000	0.2200	0.3300	6.7000	0.0360	45	138	0.9939	3.2000	0.6800	11.4000	57	White
8.7000	0.3400	0.4600	13.8000	0.0550	68	198	0.9988	3.3600	0.3700	9.5000	57	White
8.1000	0.3000	0.3100	1.1000	0.0410	49	123	0.9914	2.9900	0.4500	11.1000	57	White
6.6000	0.3700	0.4700	6.5000	0.0610	23	150	0.9954	3.1400	0.4500	9.6000	57	White
6.3000	0.2500	0.2300	14.9000	0.0390	47	142	0.9970	3.1400	0.3500	9.7000	57	White
6.8000	0.3300	0.2800	1.2000	0.0320	38	131	0.9889	3.1900	0.4100	13	57	White
6.7000	0.1800	0.1900	4.7000	0.0460	57	161	0.9946	3.3200	0.6600	10.5000	57	White
7.2000	0.2000	0.6100	16.2000	0.0430	14	103	0.9987	3.0600	0.3600	9.2000	57	White
